LeaseID,TenantID,UnitID,StartDate,EndDate,MonthlyRent,DepositAmount
L01216,T0837,U0356,2025-04-19,2025-11-08,1161,1044.9
L01217,T0144,U0024,2021-12-11,2023-04-15,1891,1701.9
L01218,T0890,U0111,2021-02-14,2022-11-16,2354,2118.6
L01219,T0856,U0410,2025-07-28,2026-08-19,1354,1218.6000000000001
L01220,T0027,U0434,2021-01-21,2022-09-30,780,702.0
L01221,T0065,U0205,2025-07-16,2027-07-03,1456,1310.4
L01222,T0162,U0184,2023-12-30,2025-05-28,1569,1412.1000000000001
L01223,T0228,U0381,2023-05-23,2025-01-13,2130,1917.0
L01224,T0260,U0495,2021-02-17,2022-07-02,2297,2067.3
L01225,T0448,U0378,2025-02-23,2026-12-31,1769,1592.1000000000001
L01226,T0423,U0046,2022-07-05,2023-06-12,1298,1168.2
L01227,T0459,U0373,2021-10-14,2023-10-04,2334,2100.6
L01228,T0951,U0227,2023-09-29,2024-09-07,1506,1355.4
L01229,T0675,U0038,2023-10-31,2025-02-16,1776,1598.4
L01230,T0300,U0015,2022-06-26,2023-02-02,1683,1514.7
L01231,T0918,U0021,2023-01-26,2024-05-04,1403,1262.7
L01232,T0302,U0212,2021-10-01,2023-04-20,1175,1057.5
L01233,T0286,U0309,2023-08-14,2024-06-26,1291,1161.9
L01234,T0394,U0148,2022-08-23,2023-08-24,715,643.5
L01235,T0009,U0455,2025-11-15,2027-07-18,2083,1874.7
L01236,T0706,U0240,2022-01-16,2023-09-03,1186,1067.4
L01237,T0629,U0271,2024-09-14,2026-05-12,1405,1264.5
L01238,T0269,U0058,2022-04-24,2023-12-10,2225,2002.5
L01239,T0591,U0286,2021-01-15,2021-08-08,1864,1677.6000000000001
L01240,T0969,U0425,2022-05-31,2023-12-02,1319,1187.1000000000001
L01241,T0604,U0201,2021-07-10,2023-01-25,1718,1546.2
L01242,T0777,U0031,2024-04-06,2024-11-27,1476,1328.4
L01243,T0843,U0442,2025-03-25,2026-05-31,1146,1031.4
L01244,T0861,U0161,2022-09-13,2023-06-25,989,890.1
L01245,T0360,U0254,2024-03-06,2025-01-09,908,817.2
L01246,T0256,U0253,2021-06-03,2022-12-10,2198,1978.2
L01247,T0132,U0008,2024-11-12,2026-03-14,1112,1000.8000000000001
L01248,T0275,U0464,2024-05-17,2025-02-11,1376,1238.4
L01249,T0775,U0138,2021-09-29,2023-04-24,2150,1935.0
L01250,T0682,U0479,2021-05-23,2023-05-06,2094,1884.6000000000001
L01251,T0971,U0009,2025-06-23,2026-04-08,1363,1226.7
L01252,T0512,U0213,2023-12-29,2025-05-31,989,890.1
L01253,T0312,U0272,2021-09-04,2023-02-21,2155,1939.5
L01254,T0575,U0323,2024-07-08,2025-06-20,1991,1791.9
L01255,T0885,U0047,2023-02-27,2024-11-19,850,765.0
L01256,T0979,U0435,2021-03-20,2021-12-29,2442,2197.8
L01257,T0283,U0110,2025-08-09,2026-07-04,1978,1780.2
L01258,T0120,U0152,2022-09-15,2023-08-06,2076,1868.4
L01259,T0106,U0122,2025-11-29,2027-03-22,2100,1890.0
L01260,T0932,U0404,2025-06-17,2026-05-29,2376,2138.4
L01261,T0686,U0356,2022-06-09,2023-01-22,1554,1398.6000000000001
L01262,T0996,U0101,2023-02-11,2024-04-04,2081,1872.9
L01263,T0203,U0240,2023-07-27,2024-01-29,1307,1176.3
L01264,T0164,U0320,2025-07-03,2027-04-07,1069,962.1
L01265,T0304,U0190,2024-09-15,2026-06-09,1950,1755.0
L01266,T0496,U0216,2024-04-27,2025-10-29,1404,1263.6000000000001
L01267,T0631,U0050,2024-01-24,2026-01-21,2026,1823.4
L01268,T0555,U0291,2022-09-09,2024-07-06,1525,1372.5
L01269,T0823,U0080,2023-10-29,2024-11-22,1704,1533.6000000000001
L01270,T0155,U0488,2021-03-08,2022-02-15,2112,1900.8
L01271,T0366,U0382,2025-02-28,2025-12-29,1076,968.4
L01272,T0718,U0087,2021-07-10,2022-12-08,1672,1504.8
L01273,T0901,U0193,2024-10-21,2025-10-27,817,735.3000000000001
L01274,T0619,U0103,2023-02-07,2024-03-06,1728,1555.2
L01275,T0250,U0270,2022-06-05,2023-10-25,1143,1028.7
L01276,T0956,U0095,2023-09-17,2025-03-30,2075,1867.5
L01277,T0915,U0422,2024-02-15,2025-04-08,1454,1308.6000000000001
L01278,T0881,U0378,2021-09-24,2023-09-05,2256,2030.4
L01279,T0333,U0197,2025-06-23,2026-03-11,2387,2148.3
L01280,T0641,U0000,2022-04-30,2023-10-24,1339,1205.1000000000001
L01281,T0968,U0494,2025-03-13,2027-01-26,823,740.7
L01282,T0510,U0406,2024-08-14,2025-08-30,1357,1221.3
L01283,T0292,U0377,2024-04-02,2026-02-14,2000,1800.0
L01284,T0019,U0166,2022-01-11,2022-08-15,1521,1368.9
L01285,T0281,U0125,2022-10-15,2024-05-18,2117,1905.3
L01286,T0796,U0312,2024-07-15,2025-07-05,1363,1226.7
L01287,T0000,U0080,2022-07-03,2024-06-26,1059,953.1
L01288,T0118,U0417,2024-01-03,2025-10-10,1322,1189.8
L01289,T0034,U0250,2025-03-12,2026-03-27,2192,1972.8
L01290,T0197,U0168,2021-03-14,2023-03-03,2351,2115.9
L01291,T0484,U0476,2021-11-04,2023-10-31,2423,2180.7000000000003
L01292,T0756,U0072,2021-07-18,2023-02-11,1780,1602.0
L01293,T0058,U0140,2024-02-28,2024-10-06,1974,1776.6000000000001
L01294,T0836,U0069,2025-11-17,2027-06-12,1618,1456.2
L01295,T0160,U0261,2022-07-26,2024-04-06,1873,1685.7
L01296,T0690,U0339,2023-03-02,2025-01-15,1151,1035.9
L01297,T0205,U0307,2025-06-27,2026-11-08,1885,1696.5
L01298,T0011,U0244,2025-02-19,2026-03-20,819,737.1
L01299,T0489,U0002,2024-03-20,2024-11-25,1281,1152.9
L01300,T0275,U0336,2025-08-20,2026-10-09,2074,1866.6000000000001
L01301,T0692,U0062,2024-05-14,2025-08-17,798,718.2
L01302,T0241,U0048,2021-06-28,2022-06-04,1890,1701.0
L01303,T0215,U0075,2021-07-16,2022-07-21,2386,2147.4
L01304,T0250,U0367,2023-01-05,2023-07-12,1213,1091.7
L01305,T0810,U0174,2021-03-30,2021-11-24,1363,1226.7
L01306,T0125,U0108,2023-03-10,2024-04-17,1100,990.0
L01307,T0993,U0182,2024-12-28,2026-04-08,1064,957.6
L01308,T0216,U0191,2023-02-27,2024-02-10,2300,2070.0
L01309,T0305,U0064,2023-01-18,2023-09-16,2049,1844.1000000000001
L01310,T0796,U0336,2024-04-21,2025-10-01,1280,1152.0
L01311,T0184,U0450,2021-07-28,2023-04-10,2356,2120.4
L01312,T0038,U0473,2022-05-08,2022-11-17,1320,1188.0
L01313,T0222,U0270,2024-02-28,2025-02-05,1527,1374.3
L01314,T0183,U0099,2022-10-27,2024-06-17,946,851.4
L01315,T0494,U0031,2023-11-03,2025-10-02,1133,1019.7
L01316,T0426,U0351,2025-07-16,2027-07-13,1816,1634.4
L01317,T0177,U0127,2023-05-21,2023-12-14,1991,1791.9
L01318,T0918,U0451,2023-01-02,2024-09-18,1314,1182.6000000000001
L01319,T0427,U0401,2024-02-04,2025-02-25,1642,1477.8
L01320,T0293,U0368,2024-10-30,2026-08-10,1662,1495.8
L01321,T0851,U0338,2025-05-25,2026-03-04,1323,1190.7
L01322,T0150,U0042,2025-09-27,2027-05-25,1020,918.0
L01323,T0383,U0371,2022-11-29,2023-09-05,1555,1399.5
L01324,T0637,U0418,2024-01-28,2026-01-17,761,684.9
L01325,T0812,U0487,2022-08-17,2024-07-18,999,899.1
L01326,T0307,U0077,2025-05-30,2026-03-11,1102,991.8000000000001
L01327,T0335,U0313,2023-06-05,2024-09-03,1654,1488.6000000000001
L01328,T0945,U0288,2023-05-02,2024-01-01,2371,2133.9
L01329,T0745,U0269,2024-04-30,2025-05-02,2290,2061.0
L01330,T0891,U0161,2021-11-21,2023-04-01,2343,2108.7000000000003
L01331,T0374,U0188,2023-09-06,2024-07-19,2026,1823.4
L01332,T0007,U0246,2025-10-16,2027-03-22,2493,2243.7000000000003
L01333,T0340,U0387,2023-08-14,2024-05-24,952,856.8000000000001
L01334,T0128,U0215,2025-01-30,2027-01-25,2457,2211.3
L01335,T0775,U0314,2023-06-13,2024-12-23,1177,1059.3
L01336,T0668,U0412,2024-10-22,2025-08-07,2092,1882.8
L01337,T0351,U0338,2024-09-03,2026-08-28,2402,2161.8
L01338,T0357,U0389,2021-05-24,2022-11-08,859,773.1
L01339,T0516,U0376,2022-01-19,2023-05-30,1660,1494.0
L01340,T0494,U0480,2021-08-04,2022-10-23,1889,1700.1000000000001
L01341,T0085,U0432,2024-10-16,2025-06-17,904,813.6
L01342,T0174,U0167,2021-11-20,2023-04-16,1990,1791.0
L01343,T0801,U0338,2023-11-05,2025-09-27,1861,1674.9
L01344,T0192,U0192,2021-08-05,2022-06-13,2091,1881.9
L01345,T0310,U0452,2025-02-24,2027-02-13,2166,1949.4
L01346,T0118,U0282,2023-08-09,2025-07-23,1557,1401.3
L01347,T0217,U0335,2025-04-20,2027-02-24,1459,1313.1000000000001
L01348,T0426,U0389,2021-07-02,2023-01-01,2290,2061.0
L01349,T0969,U0487,2021-09-27,2022-07-02,1420,1278.0
L01350,T0413,U0012,2023-08-03,2024-12-11,1740,1566.0
L01351,T0113,U0239,2025-01-30,2025-11-28,767,690.3000000000001
L01352,T0977,U0319,2023-05-20,2024-09-30,832,748.8000000000001
L01353,T0144,U0445,2025-06-24,2027-04-29,2423,2180.7000000000003
L01354,T0537,U0482,2025-03-23,2026-12-19,1618,1456.2
L01355,T0647,U0146,2025-04-15,2027-03-17,1129,1016.1
L01356,T0302,U0203,2022-04-12,2024-03-11,1007,906.3000000000001
L01357,T0743,U0079,2021-11-01,2023-03-10,1349,1214.1000000000001
L01358,T0880,U0378,2024-03-13,2026-03-04,1897,1707.3
L01359,T0587,U0042,2021-04-21,2023-02-08,1111,999.9
L01360,T0986,U0457,2023-10-11,2024-04-27,796,716.4
L01361,T0839,U0088,2021-08-20,2022-06-25,2406,2165.4
L01362,T0344,U0147,2025-09-11,2026-12-27,1877,1689.3
L01363,T0813,U0094,2025-05-27,2026-04-03,2418,2176.2000000000003
L01364,T0963,U0451,2025-10-12,2027-03-31,1965,1768.5
L01365,T0800,U0427,2025-10-22,2026-06-12,2027,1824.3
L01366,T0000,U0150,2025-06-04,2026-12-22,2008,1807.2
L01367,T0146,U0001,2025-03-04,2026-05-22,1750,1575.0
L01368,T0286,U0375,2022-08-18,2023-09-16,2125,1912.5
L01369,T0975,U0021,2025-04-27,2027-01-26,2083,1874.7
L01370,T0653,U0370,2024-07-20,2026-04-18,1783,1604.7
L01371,T0052,U0312,2025-09-23,2026-05-03,901,810.9
L01372,T0303,U0484,2021-06-22,2022-09-22,1461,1314.9
L01373,T0068,U0327,2023-08-31,2024-07-05,1573,1415.7
L01374,T0360,U0006,2023-10-28,2025-04-09,1280,1152.0
L01375,T0601,U0205,2024-03-24,2026-03-17,1069,962.1
L01376,T0957,U0439,2025-03-26,2026-01-05,1232,1108.8
L01377,T0219,U0374,2022-06-30,2022-12-27,1875,1687.5
L01378,T0961,U0450,2022-07-02,2024-03-04,1825,1642.5
L01379,T0703,U0113,2022-06-02,2023-09-30,1598,1438.2
L01380,T0965,U0271,2023-07-03,2025-06-08,1306,1175.4
L01381,T0574,U0082,2021-08-03,2022-03-23,2169,1952.1000000000001
L01382,T0584,U0178,2021-05-14,2023-04-13,1572,1414.8
L01383,T0160,U0209,2021-10-12,2023-03-05,1952,1756.8
L01384,T0680,U0499,2024-02-24,2025-07-12,1848,1663.2
L01385,T0088,U0463,2025-01-02,2025-10-22,1469,1322.1000000000001
L01386,T0687,U0327,2022-11-17,2023-10-09,1533,1379.7
L01387,T0780,U0123,2024-03-21,2025-03-01,1698,1528.2
L01388,T0584,U0480,2021-11-27,2023-06-08,1637,1473.3
L01389,T0756,U0112,2025-04-11,2026-02-23,935,841.5
L01390,T0588,U0011,2024-11-07,2026-02-28,861,774.9
L01391,T0158,U0125,2024-02-13,2025-05-13,1253,1127.7
L01392,T0488,U0052,2023-06-13,2024-06-04,1487,1338.3
L01393,T0970,U0330,2025-02-14,2026-08-01,2076,1868.4
L01394,T0323,U0388,2024-07-31,2025-06-29,1791,1611.9
L01395,T0609,U0282,2023-06-18,2024-07-02,1896,1706.4
L01396,T0380,U0139,2024-01-04,2024-10-24,2360,2124.0
L01397,T0101,U0400,2024-04-04,2024-12-07,2405,2164.5
L01398,T0493,U0389,2024-04-27,2026-01-11,1258,1132.2
L01399,T0643,U0096,2021-03-19,2022-12-03,960,864.0
L01400,T0613,U0004,2023-08-05,2024-12-22,916,824.4
L01401,T0018,U0056,2025-06-14,2026-12-04,1847,1662.3
L01402,T0453,U0411,2022-11-19,2023-10-09,1504,1353.6000000000001
L01403,T0481,U0333,2021-01-21,2022-04-20,1885,1696.5
L01404,T0593,U0068,2022-07-20,2024-06-07,900,810.0
L01405,T0396,U0117,2024-04-22,2025-04-15,2177,1959.3
L01406,T0278,U0375,2024-05-30,2026-03-17,1101,990.9
L01407,T0850,U0058,2023-04-07,2024-11-20,2185,1966.5
L01408,T0364,U0032,2024-09-13,2025-08-11,974,876.6
L01409,T0330,U0317,2021-06-28,2022-04-07,905,814.5
L01410,T0640,U0049,2025-12-17,2026-08-28,1763,1586.7
L01411,T0343,U0367,2024-02-10,2024-12-13,1996,1796.4
L01412,T0821,U0488,2025-10-26,2027-04-03,2423,2180.7000000000003
L01413,T0454,U0018,2025-10-16,2027-09-26,1566,1409.4
L01414,T0600,U0213,2023-12-19,2024-11-21,792,712.8000000000001
L01415,T0724,U0196,2024-09-12,2026-08-30,1765,1588.5
L01416,T0654,U0378,2023-06-24,2025-02-18,2188,1969.2
L01417,T0064,U0449,2025-07-03,2026-01-21,1078,970.2
L01418,T0075,U0477,2022-10-31,2023-06-14,1830,1647.0
L01419,T0710,U0046,2021-07-10,2023-06-14,2051,1845.9
L01420,T0142,U0166,2024-05-08,2025-03-27,764,687.6
L01421,T0916,U0451,2024-08-28,2026-04-18,1064,957.6
L01422,T0914,U0288,2022-12-09,2023-08-30,1520,1368.0
L01423,T0827,U0140,2023-11-25,2025-07-12,2207,1986.3
L01424,T0604,U0083,2022-01-14,2023-11-06,2370,2133.0
L01425,T0472,U0181,2022-01-22,2023-10-19,1747,1572.3
L01426,T0416,U0390,2025-11-17,2027-03-08,1239,1115.1000000000001
L01427,T0304,U0078,2021-08-25,2022-06-12,1785,1606.5
L01428,T0735,U0214,2022-09-08,2023-10-22,1190,1071.0
L01429,T0496,U0013,2025-03-23,2025-12-23,1996,1796.4
L01430,T0290,U0214,2021-10-10,2023-04-20,928,835.2
L01431,T0939,U0402,2021-01-01,2021-12-02,1743,1568.7
L01432,T0101,U0127,2025-10-21,2027-06-13,702,631.8000000000001
L01433,T0985,U0309,2022-04-09,2023-01-18,2144,1929.6000000000001
L01434,T0266,U0476,2024-06-07,2025-10-29,2453,2207.7000000000003
L01435,T0866,U0247,2023-08-25,2025-05-04,1610,1449.0
L01436,T0967,U0403,2021-06-21,2022-04-28,1006,905.4
L01437,T0621,U0028,2024-01-16,2025-07-30,1131,1017.9
L01438,T0973,U0279,2025-04-26,2026-03-09,835,751.5
L01439,T0841,U0337,2024-02-21,2025-05-15,1214,1092.6000000000001
L01440,T0961,U0318,2023-04-23,2025-04-21,892,802.8000000000001
L01441,T0941,U0201,2024-08-14,2026-03-12,2308,2077.2000000000003
L01442,T0776,U0360,2022-11-21,2024-08-25,2138,1924.2
L01443,T0002,U0056,2022-07-29,2024-04-18,1572,1414.8
L01444,T0084,U0391,2025-02-16,2026-07-11,1841,1656.9
L01445,T0793,U0217,2021-06-14,2022-08-20,1365,1228.5
L01446,T0327,U0061,2025-09-19,2026-12-27,908,817.2
L01447,T0815,U0156,2022-01-18,2023-04-16,1651,1485.9
L01448,T0449,U0201,2021-07-28,2022-02-12,1757,1581.3
L01449,T0453,U0016,2025-10-29,2026-12-21,1348,1213.2
L01450,T0923,U0321,2024-12-26,2026-03-20,2041,1836.9
L01451,T0628,U0005,2024-11-13,2026-07-03,819,737.1
L01452,T0220,U0057,2025-05-03,2026-09-04,1326,1193.4
L01453,T0153,U0324,2021-08-12,2022-03-10,1224,1101.6000000000001
L01454,T0664,U0411,2021-01-03,2021-10-13,2304,2073.6
L01455,T0011,U0317,2022-01-07,2023-01-07,1468,1321.2
L01456,T0132,U0168,2025-09-07,2026-07-11,1812,1630.8
L01457,T0993,U0452,2025-01-09,2026-02-02,1211,1089.9
L01458,T0303,U0081,2022-09-03,2024-04-18,746,671.4
L01459,T0292,U0473,2021-04-26,2022-07-30,1471,1323.9
L01460,T0974,U0467,2024-07-17,2025-09-22,1439,1295.1000000000001
L01461,T0299,U0424,2022-03-23,2022-10-07,2415,2173.5
L01462,T0739,U0432,2024-10-23,2025-09-03,1221,1098.9
L01463,T0782,U0218,2024-06-30,2025-08-06,2007,1806.3
L01464,T0042,U0176,2024-09-02,2025-03-03,2100,1890.0
L01465,T0943,U0203,2022-02-19,2023-04-10,2361,2124.9
L01466,T0342,U0070,2024-01-24,2025-10-29,833,749.7
L01467,T0325,U0386,2025-12-14,2027-01-25,2390,2151.0
L01468,T0813,U0265,2023-06-11,2025-04-19,947,852.3000000000001
L01469,T0497,U0097,2023-11-14,2025-10-14,2375,2137.5
L01470,T0363,U0344,2025-07-10,2026-05-24,2041,1836.9
L01471,T0890,U0290,2022-10-25,2024-01-23,1135,1021.5
L01472,T0426,U0207,2023-12-10,2025-03-24,1899,1709.1000000000001
L01473,T0020,U0001,2025-03-06,2025-10-24,1385,1246.5
L01474,T0406,U0123,2022-12-19,2023-10-04,1285,1156.5
L01475,T0618,U0279,2025-03-02,2025-09-01,1050,945.0
L01476,T0335,U0073,2024-09-20,2025-05-04,842,757.8000000000001
L01477,T0814,U0165,2024-01-08,2024-10-07,1666,1499.4
L01478,T0116,U0021,2025-05-25,2026-06-21,1503,1352.7
L01479,T0123,U0153,2023-11-17,2025-07-24,2121,1908.9
L01480,T0398,U0426,2021-09-28,2023-08-16,2347,2112.3
L01481,T0792,U0438,2022-07-16,2023-08-04,1417,1275.3
L01482,T0803,U0294,2023-03-15,2024-09-25,1342,1207.8
L01483,T0714,U0218,2021-09-04,2022-05-14,2092,1882.8
L01484,T0050,U0156,2025-12-05,2027-10-31,1200,1080.0
L01485,T0782,U0494,2025-06-03,2026-02-13,2345,2110.5
L01486,T0323,U0229,2022-01-22,2022-10-05,1069,962.1
L01487,T0788,U0019,2022-12-03,2024-07-14,2302,2071.8
L01488,T0140,U0474,2022-07-13,2023-04-24,2105,1894.5
L01489,T0469,U0040,2023-08-31,2025-06-16,1809,1628.1000000000001
L01490,T0786,U0437,2024-10-16,2026-01-13,1486,1337.4
L01491,T0801,U0147,2023-09-11,2024-06-04,1438,1294.2
L01492,T0333,U0107,2025-02-20,2025-11-03,2183,1964.7
L01493,T0892,U0402,2021-12-18,2022-08-31,1649,1484.1000000000001
L01494,T0963,U0083,2025-09-21,2027-06-04,2048,1843.2
L01495,T0372,U0482,2024-07-03,2026-06-22,1221,1098.9
L01496,T0563,U0366,2024-05-30,2025-07-28,1188,1069.2
L01497,T0493,U0321,2023-01-23,2024-08-06,1096,986.4
L01498,T0538,U0413,2023-02-20,2024-01-07,1595,1435.5
L01499,T0668,U0308,2023-10-22,2025-04-21,1054,948.6
L01500,T0750,U0289,2022-06-30,2023-03-20,1646,1481.4
L01501,T0155,U0405,2025-01-09,2025-11-27,987,888.3000000000001
L01502,T0290,U0322,2021-03-20,2022-09-02,2182,1963.8
L01503,T0647,U0133,2024-06-13,2026-06-07,2347,2112.3
L01504,T0143,U0206,2021-11-30,2022-10-27,1697,1527.3
L01505,T0105,U0282,2023-06-08,2024-05-10,1235,1111.5
L01506,T0419,U0265,2024-10-04,2026-06-21,2014,1812.6000000000001
L01507,T0669,U0072,2024-01-27,2025-05-23,1550,1395.0
L01508,T0657,U0480,2024-01-11,2025-10-01,1537,1383.3
L01509,T0001,U0351,2022-05-17,2023-06-24,867,780.3000000000001
L01510,T0944,U0047,2025-02-09,2025-09-19,1649,1484.1000000000001
L01511,T0588,U0325,2025-09-24,2026-12-11,1320,1188.0
L01512,T0643,U0232,2023-02-04,2023-08-05,1127,1014.3000000000001
L01513,T0089,U0442,2023-07-10,2024-09-29,2425,2182.5
L01514,T0344,U0099,2022-07-04,2023-01-15,1189,1070.1000000000001
L01515,T0349,U0058,2021-01-14,2022-06-11,1054,948.6
L01516,T0458,U0257,2022-01-27,2023-11-01,895,805.5
L01517,T0262,U0412,2024-10-02,2025-05-28,1244,1119.6000000000001
L01518,T0350,U0451,2021-11-06,2022-10-28,1416,1274.4
L01519,T0107,U0064,2022-01-21,2022-09-20,1523,1370.7
L01520,T0585,U0082,2024-05-17,2025-09-15,1631,1467.9
L01521,T0038,U0153,2024-10-12,2025-12-11,2417,2175.3
L01522,T0908,U0472,2023-09-01,2024-12-12,1702,1531.8
L01523,T0158,U0265,2025-06-13,2026-11-06,1358,1222.2
L01524,T0582,U0308,2025-05-11,2027-04-17,1638,1474.2
L01525,T0958,U0078,2024-01-23,2025-04-01,1479,1331.1000000000001
L01526,T0311,U0314,2024-01-22,2025-12-11,710,639.0
L01527,T0240,U0149,2021-12-06,2023-09-09,2305,2074.5
L01528,T0937,U0434,2022-08-20,2023-09-02,1979,1781.1000000000001
L01529,T0444,U0047,2025-01-08,2026-04-03,1095,985.5
L01530,T0297,U0404,2023-01-27,2023-09-27,1430,1287.0
L01531,T0951,U0378,2023-11-12,2024-12-25,1108,997.2
L01532,T0035,U0247,2021-10-18,2022-12-20,1061,954.9
L01533,T0083,U0277,2025-02-17,2026-04-18,1982,1783.8
L01534,T0451,U0355,2025-12-13,2026-11-14,1726,1553.4
L01535,T0885,U0097,2021-11-02,2022-07-27,783,704.7
L01536,T0774,U0413,2022-09-26,2024-01-31,855,769.5
L01537,T0821,U0024,2024-02-26,2024-10-28,2386,2147.4
L01538,T0384,U0492,2022-09-17,2023-04-04,1899,1709.1000000000001
L01539,T0171,U0283,2023-07-28,2024-02-25,1406,1265.4
L01540,T0375,U0448,2024-07-20,2025-03-29,1171,1053.9
L01541,T0684,U0368,2023-04-28,2024-10-01,1318,1186.2
L01542,T0361,U0300,2022-03-18,2023-01-24,2147,1932.3
L01543,T0558,U0067,2022-05-18,2023-01-07,833,749.7
L01544,T0890,U0006,2021-05-10,2022-01-05,1487,1338.3
L01545,T0140,U0304,2024-03-01,2026-01-29,1606,1445.4
L01546,T0886,U0136,2022-08-20,2023-11-14,1563,1406.7
L01547,T0917,U0163,2025-02-14,2026-04-15,2103,1892.7
L01548,T0117,U0082,2023-05-12,2024-05-01,1366,1229.4
L01549,T0276,U0384,2024-11-14,2026-03-25,976,878.4
L01550,T0725,U0137,2022-08-16,2023-06-22,1959,1763.1000000000001
L01551,T0219,U0419,2023-09-26,2024-07-03,2475,2227.5
L01552,T0904,U0072,2021-11-21,2023-03-25,1581,1422.9
L01553,T0025,U0236,2023-12-29,2025-04-13,712,640.8000000000001
L01554,T0520,U0045,2025-08-11,2027-06-16,1041,936.9
L01555,T0782,U0105,2022-03-24,2023-09-15,734,660.6
L01556,T0009,U0415,2025-04-01,2026-08-31,1258,1132.2
L01557,T0983,U0287,2023-03-30,2023-10-05,1937,1743.3
L01558,T0377,U0261,2025-06-29,2026-02-12,2135,1921.5
L01559,T0632,U0175,2024-04-03,2026-01-29,1104,993.6
L01560,T0636,U0165,2025-02-20,2026-07-05,2217,1995.3
L01561,T0681,U0144,2025-10-03,2026-08-11,1357,1221.3
L01562,T0583,U0329,2022-12-10,2023-08-29,858,772.2
L01563,T0151,U0369,2024-12-20,2025-08-13,1655,1489.5
L01564,T0719,U0282,2025-09-17,2027-03-26,2360,2124.0
L01565,T0048,U0053,2021-09-22,2023-03-04,1833,1649.7
L01566,T0153,U0177,2022-09-04,2023-11-28,1248,1123.2
L01567,T0858,U0418,2024-09-27,2026-07-21,2249,2024.1000000000001
L01568,T0292,U0243,2023-04-12,2024-01-27,1684,1515.6000000000001
L01569,T0579,U0340,2025-10-16,2026-06-28,2070,1863.0
L01570,T0049,U0126,2024-07-25,2025-06-27,2467,2220.3
L01571,T0663,U0408,2022-11-05,2024-10-16,2359,2123.1
L01572,T0530,U0411,2025-01-02,2026-05-25,978,880.2
L01573,T0611,U0366,2021-06-06,2022-04-03,1178,1060.2
L01574,T0059,U0270,2024-12-16,2025-07-24,810,729.0
L01575,T0166,U0131,2021-09-08,2022-08-20,2359,2123.1
L01576,T0201,U0092,2023-05-28,2023-12-16,1130,1017.0
L01577,T0856,U0378,2025-06-21,2026-09-22,1241,1116.9
L01578,T0145,U0072,2022-06-14,2024-03-23,1838,1654.2
L01579,T0914,U0410,2021-11-23,2023-06-25,1813,1631.7
L01580,T0675,U0409,2023-08-19,2024-02-23,1935,1741.5
L01581,T0969,U0402,2023-06-14,2023-12-23,2273,2045.7
L01582,T0992,U0247,2021-04-07,2021-11-24,2318,2086.2000000000003
L01583,T0438,U0347,2022-05-28,2023-06-20,2262,2035.8
L01584,T0241,U0272,2021-08-04,2023-08-03,2452,2206.8
L01585,T0580,U0042,2024-03-01,2025-10-03,1059,953.1
L01586,T0686,U0376,2024-07-07,2025-07-12,2209,1988.1000000000001
L01587,T0560,U0040,2021-05-05,2021-12-21,1071,963.9
L01588,T0482,U0169,2024-01-11,2025-08-05,1938,1744.2
L01589,T0107,U0433,2024-07-30,2025-11-21,2456,2210.4
L01590,T0225,U0211,2025-09-03,2026-09-13,1738,1564.2
L01591,T0672,U0492,2021-02-28,2022-10-17,1654,1488.6000000000001
L01592,T0630,U0167,2025-04-17,2026-12-07,958,862.2
L01593,T0660,U0038,2021-06-10,2023-05-12,1477,1329.3
L01594,T0976,U0368,2021-10-11,2023-03-30,2186,1967.4
L01595,T0661,U0244,2021-04-16,2022-03-09,819,737.1
L01596,T0431,U0150,2024-02-03,2025-07-31,1675,1507.5
L01597,T0804,U0110,2025-01-02,2026-06-29,1612,1450.8
L01598,T0654,U0479,2021-08-16,2023-03-20,1851,1665.9
L01599,T0418,U0435,2025-09-20,2027-07-23,1422,1279.8
L01600,T0987,U0046,2025-05-25,2026-07-07,1222,1099.8
L01601,T0454,U0062,2021-11-14,2023-10-31,2411,2169.9
L01602,T0159,U0224,2025-01-27,2026-04-19,2368,2131.2000000000003
L01603,T0522,U0365,2023-03-13,2024-10-17,1024,921.6
L01604,T0649,U0068,2025-06-11,2025-12-18,2043,1838.7
L01605,T0968,U0298,2023-05-24,2024-10-04,2229,2006.1000000000001
L01606,T0589,U0431,2022-04-17,2023-02-16,2249,2024.1000000000001
L01607,T0076,U0289,2023-12-16,2025-04-14,1773,1595.7
L01608,T0508,U0295,2022-09-17,2024-08-07,2307,2076.3
L01609,T0440,U0202,2021-01-13,2021-10-08,768,691.2
L01610,T0253,U0060,2025-01-03,2026-06-21,1090,981.0
L01611,T0920,U0433,2023-11-08,2025-04-22,1082,973.8000000000001
L01612,T0769,U0450,2022-11-25,2023-06-06,715,643.5
L01613,T0319,U0317,2023-08-31,2024-11-09,2162,1945.8
L01614,T0802,U0313,2021-04-23,2022-05-16,1545,1390.5
L01615,T0262,U0160,2021-08-17,2022-11-20,1568,1411.2
L01616,T0596,U0330,2021-06-20,2023-03-04,1267,1140.3
L01617,T0657,U0015,2021-10-22,2023-05-13,2340,2106.0
L01618,T0834,U0337,2021-07-08,2023-05-01,831,747.9
L01619,T0553,U0093,2022-03-02,2023-01-22,2283,2054.7000000000003
L01620,T0373,U0303,2023-09-04,2024-12-05,1971,1773.9
L01621,T0636,U0137,2024-01-08,2025-12-08,972,874.8000000000001
